,awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
358,BBWAA Manager of the Year,2011,NL,mattido01,1.0,160.0,1.0
359,BBWAA Manager of the Year,2012,AL,melvibo01,116.0,137.0,54.0
360,BBWAA Manager of the Year,2012,AL,showabu99,108.0,137.0,41.0
361,BBWAA Manager of the Year,2012,AL,venturo01,12.0,137.0,1.0
362,BBWAA Manager of the Year,2012,AL,maddojo99,7.0,137.0,1.0
363,BBWAA Manager of the Year,2012,AL,girarjo01,5.0,137.0,1.0
364,BBWAA Manager of the Year,2012,AL,leylaji99,2.0,137.0,1.0
365,BBWAA Manager of the Year,2012,AL,washiro01,2.0,137.0,1.0
366,BBWAA Manager of the Year,2012,NL,johnsda02,131.0,160.0,77.0
367,BBWAA Manager of the Year,2012,NL,bakerdu01,77.0,160.0,18.0
368,BBWAA Manager of the Year,2012,NL,bochybr01,61.0,160.0,14.0
369,BBWAA Manager of the Year,2012,NL,gonzafr99,17.0,160.0,1.0
370,BBWAA Manager of the Year,2012,NL,blackbu02,1.0,160.0,1.0
371,BBWAA Manager of the Year,2012,NL,mathemi01,1.0,160.0,1.0
372,BBWAA Manager of the Year,2013,AL,francte01,112.0,148.0,54.0
373,BBWAA Manager of the Year,2013,AL,farrejo03,96.0,148.0,41.0
374,BBWAA Manager of the Year,2013,AL,melvibo01,36.0,148.0,8.0
375,BBWAA Manager of the Year,2013,AL,girarjo01,11.0,148.0,1.0
376,BBWAA Manager of the Year,2013,AL,maddojo99,9.0,148.0,1.0
377,BBWAA Manager of the Year,2013,AL,leylaji99,3.0,148.0,1.0
378,BBWAA Manager of the Year,2013,AL,showabu99,1.0,148.0,1.0
379,BBWAA Manager of the Year,2013,AL,washiro01,1.0,148.0,1.0
380,BBWAA Manager of the Year,2013,AL,yostne01,1.0,148.0,1.0
381,BBWAA Manager of the Year,2013,NL,hurdlcl01,140.0,148.0,84.0
382,BBWAA Manager of the Year,2013,NL,mattido01,68.0,148.0,8.0
383,BBWAA Manager of the Year,2013,NL,gonzafr99,43.0,148.0,11.0
384,BBWAA Manager of the Year,2013,NL,mathemi01,19.0,148.0,1.0
385,BBWAA Manager of the Year,2014,AL,showabu99,132.0,148.0,84.0
386,BBWAA Manager of the Year,2014,AL,sciosmi01,61.0,148.0,14.0
387,BBWAA Manager of the Year,2014,AL,yostne01,41.0,148.0,1.0
388,BBWAA Manager of the Year,2014,AL,mcclell01,29.0,148.0,4.0
389,BBWAA Manager of the Year,2014,AL,francte01,2.0,148.0,1.0
390,BBWAA Manager of the Year,2014,AL,girarjo01,1.0,148.0,1.0
391,BBWAA Manager of the Year,2014,AL,melvibo01,1.0,148.0,1.0
392,BBWAA Manager of the Year,2014,NL,willima04,109.0,148.0,60.0
393,BBWAA Manager of the Year,2014,NL,hurdlcl01,80.0,148.0,27.0
394,BBWAA Manager of the Year,2014,NL,bochybr01,30.0,148.0,11.0
395,BBWAA Manager of the Year,2014,NL,mathemi01,18.0,148.0,1.0
396,BBWAA Manager of the Year,2014,NL,redmomi01,16.0,148.0,4.0
397,BBWAA Manager of the Year,2014,NL,mattido01,12.0,148.0,1.0
398,BBWAA Manager of the Year,2014,NL,roeniro01,3.0,148.0,1.0
399,BBWAA Manager of the Year,2014,NL,blackbu02,1.0,148.0,1.0
400,BBWAA Manager of the Year,2014,NL,collite99,1.0,148.0,1.0
401,BBWAA Manager of the Year,2015,AL,banisje01,112.0,148.0,57.0
402,BBWAA Manager of the Year,2015,AL,hinchaj01,82.0,148.0,27.0
403,BBWAA Manager of the Year,2015,AL,molitpa01,33.0,148.0,8.0
404,BBWAA Manager of the Year,2015,AL,gibbojo02,22.0,148.0,4.0
405,BBWAA Manager of the Year,2015,AL,girarjo01,12.0,148.0,8.0
406,BBWAA Manager of the Year,2015,AL,yostne01,8.0,148.0,1.0
407,BBWAA Manager of the Year,2015,AL,sciosmi01,1.0,148.0,1.0
408,BBWAA Manager of the Year,2015,NL,maddojo99,124.0,148.0,60.0
409,BBWAA Manager of the Year,2015,NL,mathemi01,87.0,148.0,31.0
410,BBWAA Manager of the Year,2015,NL,collite99,49.0,148.0,11.0
411,BBWAA Manager of the Year,2015,NL,hurdlcl01,8.0,148.0,1.0
412,BBWAA Manager of the Year,2015,NL,bochybr01,1.0,148.0,1.0
413,BBWAA Manager of the Year,2015,NL,mattido01,1.0,148.0,1.0
414,BBWAA Manager of the Year,2016,AL,francte01,128.0,,74.0
415,BBWAA Manager of the Year,2016,AL,banisje01,64.0,,14.0
416,BBWAA Manager of the Year,2016,AL,showabu99,44.0,,8.0
417,BBWAA Manager of the Year,2016,AL,farrejo03,28.0,,8.0
418,BBWAA Manager of the Year,2016,AL,girarjo01,5.0,,1.0
419,BBWAA Manager of the Year,2016,AL,servasc01,1.0,,1.0
420,BBWAA Manager of the Year,2016,NL,roberda07,108.0,,54.0
421,BBWAA Manager of the Year,2016,NL,maddojo99,70.0,,27.0
422,BBWAA Manager of the Year,2016,NL,bakerdu01,66.0,,14.0
423,BBWAA Manager of the Year,2016,NL,collite99,24.0,,8.0
424,BBWAA Manager of the Year,2016,NL,mattido01,2.0,,1.0
